id;date;career_switch;happiness_with_salary;happiness_with_work_life_balance;happiness_with_coworkers;happiness_with_management;happiness_with_upward_mobility;happiness_with_skills_development;career_switch_difficulty;gender;age;education;time;time_spent;current_role;other_role_specified;industry;other_industry_specified;low_range;high_range;salary_average;current_salary;location;other_location_specified;favourite_programming_language;other_programming_language;ethnicity;other_ethnicity_specified;important_needs;other_needs_specified
62a3496e575fa3a5ae88c4e6;2022-06-10;True;8;10;9;9;10;8;Neither easy nor difficult;Female;28;Bachelors;09:38;00:03:18;Data Analyst;NA;Tech;NA;,00;40,00;20,00;20000;Other;Costa Rica;Python;NA;Hispanic or Latino;NA;Better Salary;NA
62a3498e575fa3a5ae88c554;2022-06-10;False;7;9;7;8;8;10;Neither easy nor difficult;Male;24;Bachelors;09:39;00:01:55;Student/Looking/None;NA;Other;Semiconductor manufacturing;,00;40,00;20,00;20000;Other;Vietnam;Other;Other;Asian or Asian American;NA;Better Salary;NA
62a34991b4da29969c62ff4b;2022-06-10;True;3;7;7;7;1;2;Difficult;Male;31;Masters;09:39;00:01:15;Student/Looking/None;NA;Healthcare;NA;,00;40,00;20,00;20000;United States;NA;Python;NA;Black or African American;NA;Better Salary;NA
62a349bbf8f756164585400d;2022-06-10;True;3;6;6;6;4;4;Easy;Male;25;Bachelors;09:40;00:02:07;Data Analyst;NA;Other;Supply Chain - warehousing, transpiration and ;41,00;65,00;53,00;53000;Canada;NA;Other;Knowledge of Excel and SQL yet;Asian or Asian American;NA;Better Salary;NA
62a349c7cec54911e9ca67c7;2022-06-10;True;5;1;4;3;3;4;Easy;Female;38;Bachelors;09:40;00:01:05;Data Analyst;NA;Finance;NA;106,00;125,00;115,50;115500;United States;NA;Python;NA;White or Caucasian;NA;Better Salary;NA
62a349d5d8c00e9f5419ead2;2022-06-10;False;5;5;5;5;4;5;Neither easy nor difficult;Male;30;Bachelors;09:40;00:01:32;Data Analyst;NA;Finance;NA;41,00;65,00;53,00;53000;Other;Netherlands;Python;NA;Hispanic or Latino;NA;Good Culture;NA
62a349e6b4da29969c63000c;2022-06-10;True;0;0;0;2;2;5;Neither easy nor difficult;Male;25;Bachelors;09:40;00:01:32;Data Analyst;NA;Tech;NA;,00;40,00;20,00;20000;India;NA;C/C++;NA;Asian or Asian American;NA;Good Work/Life Balance;NA
62a34a03cec54911e9ca6869;2022-06-10;True;1;2;1;5;6;6;Neither easy nor difficult;Female;29;Bachelors;09:41;00:01:08;Data Analyst;NA;Tech;NA;,00;40,00;20,00;20000;Other;Nigeria ;Python;NA;Black or African American;NA;Better Salary;NA
62a34ab15d257a28a30d9589;2022-06-10;True;7;5;3;6;4;4;Difficult;Male;21;Masters;09:44;00:04:27;Data Scientist;NA;Finance;NA;150,00;225,00;187,50;187500;Other;Portugal;Python;NA;White or Caucasian;NA;Good Work/Life Balance;NA
62a34abc0f8c8599d5af31c5;2022-06-10;True;5;8;8;7;6;7;Very Easy;Female;39;Bachelors;09:44;00:02:00;Data Analyst;NA;Other;Distribution;66,00;85,00;75,50;75500;United States;NA;Other;SQL;Asian or Asian American;NA;Remote Work;NA
62a34b07cec54911e9ca6b6e;2022-06-10;False;0;0;0;0;0;5;Neither easy nor difficult;Male;25;Bachelors;09:45;00:01:19;Student/Looking/None;NA;Other;Other (Please Specify);,00;40,00;20,00;20000;Other;turkey;Python;NA;White or Caucasian;NA;Better Salary;NA
62a34b0eb4da29969c6302ce;2022-06-10;True;7;9;10;6;4;4;Neither easy nor difficult;Female;42;Masters;09:45;00:02:36;Other;Does a social media analyst count?;Finance;NA;86,00;105,00;95,50;95500;United States;NA;Other;I don't use programming in my role;Hispanic or Latino;NA;Other;Opportunity for advancement 
62a34b1b0f8c8599d5af328b;2022-06-10;False;10;8;9;10;10;10;Easy;Male;25;Bachelors;09:46;00:00:48;Data Analyst;NA;Tech;NA;41,00;65,00;53,00;53000;United States;NA;R;NA;White or Caucasian;NA;Better Salary;NA
62a34b5b5d257a28a30d96a6;2022-06-10;False;8;7;6;6;5;9;Neither easy nor difficult;Male;22;Bachelors;09:47;00:01:20;Data Scientist;NA;Finance;NA;86,00;105,00;95,50;95500;United States;NA;Python;NA;White or Caucasian;NA;Better Salary;NA
62a34b7ebae91e4b8b83076c;2022-06-10;False;1;4;4;3;;5;Easy;Male;23;High School;09:47;00:02:04;Data Analyst;NA;Other;Customer Service;,00;40,00;20,00;20000;Other;Colombia;Python;NA;Hispanic or Latino;NA;Better Salary;NA
62a34b99cec54911e9ca6e14;2022-06-10;True;6;6;6;6;6;6;Difficult;Male;25;High School;09:48;00:02:36;Data Engineer;NA;Other;Ecom;41,00;65,00;53,00;53000;Other;Egypt;JavaScript;NA;Other;Middleeas;Good Culture;NA
62a34bb0f3072dd892624210;2022-06-10;True;5;7;7;6;6;7;Neither easy nor difficult;Male;45;Masters;09:48;00:01:05;Data Engineer;NA;Other;Consulti;66,00;85,00;75,50;75500;Canada;NA;Python;NA;White or Caucasian;NA;Better Salary;NA
62a34bd0cf2555431730208b;2022-06-10;True;7;3;8;6;8;8;Easy;Male;24;Bachelors;09:49;00:01:29;Data Analyst;NA;Healthcare;NA;66,00;85,00;75,50;75500;United States;NA;Other;Excel/SQL;White or Caucasian;NA;Good Work/Life Balance;NA
62a34bd4f408bae018ed57bd;2022-06-10;False;1;9;6;0;0;0;Difficult;Male;25;NA;09:49;00:03:57;Student/Looking/None;NA;Other;State Government;,00;40,00;20,00;20000;United States;NA;R;NA;Black or African American;NA;Better Salary;NA
62a34c66b4da29969c6305af;2022-06-10;True;9;8;9;9;8;8;Difficult;Male;26;Bachelors;09:51;00:01:36;Data Analyst;NA;Other;Marketing;66,00;85,00;75,50;75500;United States;NA;Python;NA;White or Caucasian;NA;Good Work/Life Balance;NA
62a34d1ff8f756164585465c;2022-06-10;False;4;7;8;8;5;7;Easy;Male;23;Bachelors;09:54;00:01:41;Data Analyst;NA;Tech;NA;41,00;65,00;53,00;53000;Canada;NA;R;NA;Asian or Asian American;NA;Better Salary;NA
62a34d4118134ddc75ceb0ed;2022-06-10;True;1;1;1;0;0;3;Difficult;Female;42;Masters;09:55;00:01:37;Student/Looking/None;NA;Other;Culture;,00;40,00;20,00;20000;United Kingdom;NA;Python;NA;White or Caucasian;NA;Remote Work;NA
62a34da0f408bae018ed5abd;2022-06-10;True;0;0;2;0;0;0;Very Difficult;Female;42;Bachelors;09:56;00:01:30;Other;Educator;Education;NA;41,00;65,00;53,00;53000;United States;NA;Other;unknown;Black or African American;NA;Good Work/Life Balance;NA
62a34dbb5d257a28a30d9a61;2022-06-10;False;0;6;5;5;3;1;Neither easy nor difficult;Male;25;Masters;09:57;00:01:26;Other;Business Analyst;Tech;NA;,00;40,00;20,00;20000;India;NA;Python;NA;Asian or Asian American;NA;Better Salary;NA
62a34e00f8f7561645854954;2022-06-10;True;8;10;10;10;2;7;Easy;Male;38;Masters;09:58;00:02:24;Data Analyst;NA;Tech;NA;86,00;105,00;95,50;95500;United States;NA;R;NA;White or Caucasian;NA;Remote Work;NA
62a34e082e54c9003e534118;2022-06-10;False;5;6;6;6;6;4;Easy;Male;24;Bachelors;09:58;00:02:51;Other;Business Intelligence Engineer;Tech;NA;,00;40,00;20,00;20000;Other;Costa Rica;Python;NA;Hispanic or Latino;NA;Better Salary;NA
62a34eb7bc6861bf3176e6d8;2022-06-10;True;7;10;10;10;8;10;Neither easy nor difficult;Male;28;Bachelors;10:01;00:01:37;Data Analyst;NA;Education;NA;66,00;85,00;75,50;75500;United States;NA;R;NA;White or Caucasian;NA;Good Work/Life Balance;NA
62a34f2af8f7561645854c1c;2022-06-10;False;1;2;8;7;0;0;Difficult;Male;21;Bachelors;10:03;00:01:06;Data Analyst;NA;Healthcare;NA;41,00;65,00;53,00;53000;United States;NA;Python;NA;Asian or Asian American;NA;Better Salary;NA
62a34f3bf408bae018ed5e42;2022-06-10;True;10;10;10;10;10;10;Very Easy;Male;39;Masters;10:03;00:01:13;Data Analyst;NA;Healthcare;NA;106,00;125,00;115,50;115500;United States;NA;R;NA;White or Caucasian;NA;Good Culture;NA
62a34fa418134ddc75ceb509;2022-06-10;True;4;5;5;5;6;8;Difficult;Male;23;Bachelors;10:05;00:03:29;Data Analyst;NA;Tech;NA;,00;40,00;20,00;20000;Other;Pakistan;Python;NA;Asian or Asian American;NA;Good Work/Life Balance;NA
62a34fbacec54911e9ca776f;2022-06-10;False;1;6;4;3;5;6;Neither easy nor difficult;Female;23;Bachelors;10:05;00:01:17;Data Analyst;NA;Other;Government;,00;40,00;20,00;20000;Other;Australia;R;NA;White or Caucasian;NA;Good Work/Life Balance;NA
62a34fc3f3072dd892624a45;2022-06-10;True;8;9;8;7;7;8;Neither easy nor difficult;Male;30;Masters;10:05;00:02:03;Data Analyst;NA;Other;Distribution;66,00;85,00;75,50;75500;United States;NA;R;NA;White or Caucasian;NA;Good Work/Life Balance;NA
62a34ff1f408bae018ed601d;2022-06-10;False;2;6;2;3;2;2;Easy;Male;26;Masters;10:06;00:01:16;Data Analyst;NA;Other;Manufacturing;41,00;65,00;53,00;53000;Other;Ireland ;Python;NA;White or Caucasian;NA;Better Salary;NA
62a34ff4f3072dd892624b32;2022-06-10;True;3;6;4;6;4;6;Neither easy nor difficult;Male;37;Bachelors;10:06;00:02:18;Data Analyst;NA;Healthcare;NA;41,00;65,00;53,00;53000;United States;NA;R;NA;White or Caucasian;NA;Better Salary;NA
62a3505bd8c00e9f5419f8df;2022-06-10;True;3;5;4;5;4;4;Neither easy nor difficult;Female;31;Bachelors;10:08;00:01:22;Data Analyst;NA;Healthcare;NA;66,00;85,00;75,50;75500;United States;NA;Python;NA;White or Caucasian;NA;Better Salary;NA
62a350f7f3072dd892624d05;2022-06-10;True;5;2;4;3;3;3;Difficult;Female;25;Bachelors;10:11;00:02:03;Data Analyst;NA;Finance;NA;,00;40,00;20,00;20000;Other;South Africa;C/C++;NA;Black or African American;NA;Good Work/Life Balance;NA
62a35130f3072dd892624d9f;2022-06-10;True;2;6;6;5;4;5;Easy;Female;26;Bachelors;10:12;00:02:04;Data Analyst;NA;Healthcare;NA;,00;40,00;20,00;20000;Other;Poland;Python;NA;White or Caucasian;NA;Better Salary;NA
62a351860a77c1a77f65e86b;2022-06-10;True;7;8;8;8;8;7;Very Easy;Male;30;Bachelors;10:13;00:01:28;Data Analyst;NA;Healthcare;NA;66,00;85,00;75,50;75500;United States;NA;Other;SQL;White or Caucasian;NA;Better Salary;NA
62a3519b24a262602738514a;2022-06-10;True;9;10;10;10;7;9;Neither easy nor difficult;Female;39;Bachelors;10:13;00:01:39;Data Analyst;NA;Tech;NA;66,00;85,00;75,50;75500;United States;NA;Python;NA;Black or African American;NA;Better Salary;NA
62a35236b4da29969c631214;2022-06-10;False;1;1;1;0;0;2;Easy;Female;28;Masters;10:16;00:00:53;Other;Research Associate ;Education;NA;,00;40,00;20,00;20000;India;NA;Python;NA;Asian or Asian American;NA;Good Work/Life Balance;NA
62a352a32e54c9003e534981;2022-06-10;True;8;8;7;7;10;10;Very Easy;Male;22;Bachelors;10:18;00:01:46;Data Analyst;NA;Finance;NA;66,00;85,00;75,50;75500;United States;NA;Other;SQL;Other;Mixed ( Caucasian / African-American );Good Work/Life Balance;NA
62a352f00a77c1a77f65eae7;2022-06-10;True;3;2;4;2;2;2;Neither easy nor difficult;Male;28;Bachelors;10:19;00:02:45;Data Analyst;NA;Telecommunication;NA;,00;40,00;20,00;20000;Other;Mozambique;Python;NA;Black or African American;NA;Good Culture;NA
62a353372e54c9003e534a40;2022-06-10;False;8;10;9;7;5;5;Neither easy nor difficult;Male;33;Masters;10:20;00:01:44;Other;Analytics Manager;Tech;NA;150,00;225,00;187,50;187500;United States;NA;R;NA;White or Caucasian;NA;Remote Work;NA
62a353565d257a28a30da59f;2022-06-10;True;2;3;3;3;2;4;Neither easy nor difficult;Female;22;Bachelors;10:21;00:05:11;Data Analyst;NA;Finance;NA;,00;40,00;20,00;20000;Other;Egypt ;Other;SQL Postgres ;Other;Half Asian half African ;Good Work/Life Balance;NA
62a353f07dc029e2d66c1783;2022-06-10;False;3;5;5;4;4;5;Neither easy nor difficult;Male;27;Bachelors;10:23;00:01:48;Student/Looking/None;NA;Tech;NA;,00;40,00;20,00;20000;India;NA;Python;NA;Other;Brown;Better Salary;NA
62a3545e0f8c8599d5af474b;2022-06-10;True;8;8;8;8;10;10;Easy;Male;37;Bachelors;10:25;00:03:42;Data Analyst;NA;Other;Cons;106,00;125,00;115,50;115500;United States;NA;Other;DAX;Other;Prefer not to ans;Good Work/Life Balance;NA
62a35472cec54911e9ca82bc;2022-06-10;False;3;4;5;5;4;3;Difficult;Male;24;Masters;10:25;00:22:47;Other;Business Analyst;Other;Wholesale;41,00;65,00;53,00;53000;United States;NA;R;NA;White or Caucasian;NA;Better Salary;NA
62a354bdb4da29969c631700;2022-06-10;False;1;4;3;2;0;6;Difficult;Male;25;Masters;10:27;00:01:20;Data Analyst;NA;Healthcare;NA;41,00;65,00;53,00;53000;United Kingdom;NA;R;NA;Asian or Asian American;NA;Better Salary;NA
62a354e9cf255543173031ed;2022-06-10;False;8;10;8;8;9;10;Neither easy nor difficult;Male;28;Masters;10:27;00:01:24;Data Engineer;NA;Healthcare;NA;86,00;105,00;95,50;95500;United States;NA;R;NA;Black or African American;NA;Good Culture;NA
62a35541f3072dd892625517;2022-06-10;True;5;5;7;7;7;7;Easy;Male;32;Bachelors;10:29;00:02:07;Data Analyst;NA;Other;Energy ;41,00;65,00;53,00;53000;United Kingdom;NA;Python;NA;White or Caucasian;NA;Better Salary;NA
62a355445d257a28a30dab12;2022-06-10;True;0;7;7;7;0;7;Easy;Male;29;Bachelors;10:29;00:01:34;Data Analyst;NA;Other;Government programs;41,00;65,00;53,00;53000;United States;NA;Python;NA;Asian or Asian American;NA;Good Culture;NA
62a35631cf25554317303425;2022-06-10;False;7;5;8;6;5;10;Difficult;Female;26;Masters;10:33;00:02:50;Data Analyst;NA;Healthcare;NA;41,00;65,00;53,00;53000;Other;Australia;R;NA;White or Caucasian;NA;Other;Want to move from Australia to Canada, so position in desired country 
62a357390a77c1a77f65f189;2022-06-10;True;0;7;5;0;0;7;Neither easy nor difficult;Male;37;Masters;10:37;00:03:01;Data Engineer;NA;Tech;NA;41,00;65,00;53,00;53000;Canada;NA;Python;NA;White or Caucasian;NA;Remote Work;NA
62a3578b0a77c1a77f65f279;2022-06-10;False;4;6;5;4;5;6;Neither easy nor difficult;Male;25;Bachelors;10:39;00:01:44;Data Analyst;NA;Other;Supply Chain;41,00;65,00;53,00;53000;United States;NA;R;NA;White or Caucasian;NA;Better Salary;NA
62a357d30f8c8599d5af4ea3;2022-06-10;False;4;4;5;6;6;0;Difficult;Male;24;High School;10:40;00:01:36;Data Analyst;NA;Finance;NA;,00;40,00;20,00;20000;Other;Israel;Other;Sql;White or Caucasian;NA;Better Salary;NA
62a3582e575fa3a5ae88e506;2022-06-10;False;7;8;8;8;7;8;Easy;Male;52;Bachelors;10:41;00:02:45;Other;Manager of a team of Data Analysts;Finance;NA;125,00;150,00;137,50;137500;United States;NA;Other;SQL;White or Caucasian;NA;Better Salary;NA
62a35878575fa3a5ae88e5d5;2022-06-10;True;6;10;3;5;0;10;Difficult;Male;27;Bachelors;10:43;00:04:22;Data Analyst;NA;Finance;NA;41,00;65,00;53,00;53000;Other;Singapore;Python;NA;Asian or Asian American;NA;Good Culture;NA
62a35981bae91e4b8b8323dd;2022-06-10;False;6;6;3;3;3;3;Neither easy nor difficult;Female;29;Masters;10:47;00:01:07;Data Analyst;NA;Healthcare;NA;106,00;125,00;115,50;115500;United States;NA;Other;Other;White or Caucasian;NA;Better Salary;NA
62a35a2c7dc029e2d66c2519;2022-06-10;False;3;7;6;7;0;0;Difficult;Male;42;Associates;10:50;00:01:39;Student/Looking/None;NA;Tech;NA;,00;40,00;20,00;20000;Other;Brazil;Python;NA;White or Caucasian;NA;Better Salary;NA
62a35aa2f8d5efcc22f8075d;2022-06-10;True;3;5;6;4;3;7;Difficult;Male;28;Masters;10:52;00:01:24;Data Analyst;NA;Telecommunication;NA;41,00;65,00;53,00;53000;United States;NA;R;NA;White or Caucasian;NA;Other;All of the options are important to me when looking for a new job
62a35ababae91e4b8b83269d;2022-06-10;True;8;8;8;8;8;9;Neither easy nor difficult;Male;44;Bachelors;10:52;00:02:39;Data Analyst;NA;Tech;NA;,00;40,00;20,00;20000;Other;Costa Rica;Python;NA;Hispanic or Latino;NA;Good Work/Life Balance;NA
62a35ae0575fa3a5ae88ea98;2022-06-10;True;5;5;6;5;6;7;Neither easy nor difficult;Male;23;Bachelors;10:53;00:01:30;Data Engineer;NA;Tech;NA;,00;40,00;20,00;20000;Other;Spain;Python;NA;White or Caucasian;NA;Remote Work;NA
62a35ae87dc029e2d66c279b;2022-06-10;False;1;2;6;4;2;0;Easy;Male;27;Bachelors;10:53;00:01:14;Data Analyst;NA;Other;Entertainment;41,00;65,00;53,00;53000;United States;NA;R;NA;Hispanic or Latino;NA;Better Salary;NA
62a35b13bc6861bf31770188;2022-06-10;False;3;3;3;2;2;1;Neither easy nor difficult;Male;26;Masters;10:54;00:01:05;Data Analyst;NA;Construction;NA;66,00;85,00;75,50;75500;United States;NA;Python;NA;White or Caucasian;NA;Good Culture;NA
62a35b72f408bae018ed76a8;2022-06-10;True;3;4;4;4;1;3;Neither easy nor difficult;Male;27;Masters;10:55;00:01:14;Data Analyst;NA;Healthcare;NA;86,00;105,00;95,50;95500;United States;NA;Other;Vba;Hispanic or Latino;NA;Better Salary;NA
62a35b965d257a28a30db899;2022-06-10;True;0;0;7;1;0;9;Difficult;Male;33;Bachelors;10:56;00:01:45;Data Analyst;NA;Other;Retail;66,00;85,00;75,50;75500;Canada;NA;Python;NA;Asian or Asian American;NA;Better Salary;NA
62a35ba3f3072dd892626068;2022-06-10;True;8;10;10;10;10;10;Easy;Male;28;Bachelors;10:56;00:01:44;Data Analyst;NA;Other;Aerospace;66,00;85,00;75,50;75500;United States;NA;Python;NA;Hispanic or Latino;NA;Better Salary;NA
62a35c890a77c1a77f65fdfa;2022-06-10;True;2;8;8;7;6;9;Neither easy nor difficult;Male;32;Bachelors;11:00;00:01:29;Data Analyst;NA;Tech;NA;,00;40,00;20,00;20000;Other;Kenya;R;NA;Black or African American;NA;Better Salary;NA
62a35d8f575fa3a5ae88efd6;2022-06-10;True;2;4;6;1;1;1;Very Difficult;Male;34;Associates;11:04;00:02:38;Student/Looking/None;NA;Other;Foodservice Franchising;41,00;65,00;53,00;53000;Canada;NA;Python;NA;Asian or Asian American;NA;Better Salary;NA
62a35d95cf25554317304386;2022-06-10;False;10;10;10;8;10;10;Easy;Male;28;Bachelors;11:04;00:01:04;Data Analyst;NA;Tech;NA;150,00;225,00;187,50;187500;United States;NA;Python;NA;Asian or Asian American;NA;Good Work/Life Balance;NA
62a35e970a77c1a77f66035a;2022-06-10;True;2;4;1;3;1;7;Neither easy nor difficult;Male;27;Bachelors;11:09;00:01:51;Data Scientist;NA;Telecommunication;NA;125,00;150,00;137,50;137500;India;NA;Python;NA;Other;Indian;Better Salary;NA
62a35eabf408bae018ed7cbc;2022-06-10;True;2;4;5;5;4;6;Difficult;Male;22;Bachelors;11:09;00:01:35;Data Engineer;NA;Finance;NA;41,00;65,00;53,00;53000;United States;NA;Python;NA;White or Caucasian;NA;Better Salary;NA
62a35f0d24a2626027386a8b;2022-06-10;False;3;3;4;1;2;2;Neither easy nor difficult;Male;29;Masters;11:11;00:01:03;Data Analyst;NA;Healthcare;NA;66,00;85,00;75,50;75500;United States;NA;Python;NA;White or Caucasian;NA;Better Salary;NA
62a35f825d257a28a30dc128;2022-06-10;False;8;10;10;8;5;7;Neither easy nor difficult;Female;31;Masters;11:13;00:02:17;Data Analyst;NA;Healthcare;NA;66,00;85,00;75,50;75500;United States;NA;Python;NA;White or Caucasian;NA;Good Work/Life Balance;NA
62a35fa0f8f7561645856c35;2022-06-10;False;4;5;5;5;4;4;Easy;Male;28;Bachelors;11:13;00:01:39;Data Analyst;NA;Tech;NA;66,00;85,00;75,50;75500;United States;NA;Python;NA;White or Caucasian;NA;Remote Work;NA
62a35fc1f8f7561645856c98;2022-06-10;False;0;0;0;0;0;0;Neither easy nor difficult;Male;24;Masters;11:14;00:00:53;Student/Looking/None;NA;Healthcare;NA;,00;40,00;20,00;20000;United States;NA;Python;NA;Asian or Asian American;NA;Good Work/Life Balance;NA
62a3602318134ddc75ced6b9;2022-06-10;False;4;5;3;4;2;3;Easy;Male;34;Masters;11:15;00:01:19;Data Analyst;NA;Other;Government ;86,00;105,00;95,50;95500;United States;NA;Other;Stata;White or Caucasian;NA;Good Culture;NA
62a360b8f8f7561645856ec4;2022-06-10;False;5;3;5;5;4;5;Difficult;Male;23;Bachelors;11:18;00:01:16;Data Engineer;NA;Tech;NA;86,00;105,00;95,50;95500;United States;NA;Python;NA;White or Caucasian;NA;Better Salary;NA
62a360dbd8c00e9f541a16cf;2022-06-10;False;10;4;10;10;4;10;Neither easy nor difficult;Male;32;Masters;11:18;00:02:08;Student/Looking/None;NA;Construction;NA;41,00;65,00;53,00;53000;Other;Belgium;Other;Excel;White or Caucasian;NA;Remote Work;NA
62a36146f8f7561645856ff7;2022-06-10;True;6;8;6;6;8;10;Easy;Male;29;High School;11:20;00:01:31;Data Analyst;NA;Healthcare;NA;,00;40,00;20,00;20000;Other;Argentina;R;NA;Hispanic or Latino;NA;Remote Work;NA
62a361af0f8c8599d5af6277;2022-06-10;True;0;0;0;0;0;0;Very Difficult;Male;34;Bachelors;11:22;00:01:39;Data Analyst;NA;Education;NA;,00;40,00;20,00;20000;Other;Nigeria;Python;NA;Black or African American;NA;Better Salary;NA
62a361cc575fa3a5ae88f908;2022-06-10;False;7;5;5;7;9;10;Very Easy;Male;24;Bachelors;11:22;00:00:55;Data Analyst;NA;Finance;NA;66,00;85,00;75,50;75500;United Kingdom;NA;Python;NA;White or Caucasian;NA;Remote Work;NA
62a3620f0f8c8599d5af63a5;2022-06-10;False;0;10;6;0;0;0;Difficult;Male;30;Bachelors;11:23;00:02:19;Other;Analyst;Tech;NA;66,00;85,00;75,50;75500;United States;NA;Python;NA;Other;Indian;Better Salary;NA
62a36251d8c00e9f541a199e;2022-06-10;False;5;5;6;4;5;5;Difficult;Male;24;Masters;11:25;00:01:59;Other;Analytics Engineer;Other;Entertainment ;86,00;105,00;95,50;95500;United States;NA;Python;NA;Hispanic or Latino;NA;Better Salary;NA
62a36275bc6861bf31771183;2022-06-10;True;6;8;10;9;7;9;Easy;Male;27;Bachelors;11:25;00:01:52;Data Analyst;NA;Other;Insurance;41,00;65,00;53,00;53000;United States;NA;Python;NA;Other;N/A;Better Salary;NA
62a3636c2e54c9003e536e6b;2022-06-10;False;1;2;4;4;4;5;Neither easy nor difficult;Male;21;Bachelors;11:29;00:03:30;Data Analyst;NA;Finance;NA;,00;40,00;20,00;20000;India;NA;Python;NA;Asian or Asian American;NA;Better Salary;NA
62a365c2f8d5efcc22f81e2e;2022-06-10;False;3;5;9;9;;8;Very Difficult;Male;31;Masters;11:39;00:03:54;Data Analyst;NA;Other;Logistics;,00;40,00;20,00;20000;Other;UAE;Python;NA;Black or African American;NA;Other;Both Good work / life Balance and Good Culture
62a365d5d8c00e9f541a20cf;2022-06-10;True;5;7;5;5;5;7;Difficult;Male;41;Bachelors;11:40;00:02:38;Data Analyst;NA;Telecommunication;NA;,00;40,00;20,00;20000;Other;Egypt;R;NA;White or Caucasian;NA;Better Salary;NA
62a3670b575fa3a5ae890422;2022-06-10;True;0;1;1;0;0;2;Difficult;Male;25;Bachelors;11:45;00:02:07;Data Analyst;NA;Tech;NA;,00;40,00;20,00;20000;India;NA;Python;NA;Asian or Asian American;NA;Better Salary;NA
62a3676bb4da29969c633ac7;2022-06-10;False;4;7;8;8;8;9;Neither easy nor difficult;Male;24;Bachelors;11:46;00:03:59;Data Analyst;NA;Finance;NA;,00;40,00;20,00;20000;Other;Nigeria ;Other;I currently do not work with programming languages yet;Black or African American;NA;Other;an environment that encourages growth like where I work currently and better salary 
62a36794b4da29969c633b48;2022-06-10;False;6;5;6;5;6;6;Neither easy nor difficult;Male;30;Masters;11:47;00:02:01;Data Analyst;NA;Finance;NA;,00;40,00;20,00;20000;Other; Somalia;Python;NA;Other;African ;Better Salary;NA
62a367d224a2626027387b56;2022-06-10;False;7;7;7;;5;7;Neither easy nor difficult;Male;33;Bachelors;11:48;00:03:38;Data Analyst;NA;Finance;NA;150,00;225,00;187,50;187500;United States;NA;Other;Other;White or Caucasian;NA;Good Work/Life Balance;NA
62a367ed18134ddc75cee697;2022-06-10;False;7;4;10;9;7;10;Difficult;Male;23;Bachelors;11:49;00:02:40;Data Analyst;NA;Other;Energy (oil and gas);66,00;85,00;75,50;75500;United States;NA;Other;Altery;Hispanic or Latino;NA;Better Salary;NA
62a36802f8f7561645857e38;2022-06-10;True;6;6;6;6;6;6;Difficult;Female;33;Masters;11:49;00:01:34;Data Analyst;NA;Tech;NA;66,00;85,00;75,50;75500;United Kingdom;NA;Python;NA;Asian or Asian American;NA;Remote Work;NA
62a3684ebc6861bf31771f15;2022-06-10;False;4;4;4;4;4;4;Neither easy nor difficult;Male;25;Bachelors;11:50;00:00:48;Data Analyst;NA;Finance;NA;106,00;125,00;115,50;115500;United States;NA;Python;NA;White or Caucasian;NA;Better Salary;NA
62a3688df8f7561645857f7e;2022-06-10;False;5;5;5;5;5;5;Neither easy nor difficult;Female;27;Masters;11:51;00:00:57;Data Analyst;NA;Other;Market research;,00;40,00;20,00;20000;Other;Kosovo;Python;NA;White or Caucasian;NA;Remote Work;NA
62a368ee2e54c9003e537e4a;2022-06-10;True;5;10;10;8;10;10;Very Easy;Male;30;Bachelors;11:53;00:01:45;Data Analyst;NA;Finance;NA;,00;40,00;20,00;20000;United Kingdom;NA;C/C++;NA;White or Caucasian;NA;Good Work/Life Balance;NA
62a369280a77c1a77f661ad0;2022-06-10;True;0;3;;;;6;Neither easy nor difficult;Male;29;Bachelors;11:54;00:02:41;Data Analyst;NA;Tech;NA;,00;40,00;20,00;20000;Other;Nigeria ;Python;NA;Black or African American;NA;Remote Work;NA
62a36969f8f756164585821d;2022-06-10;True;10;2;8;5;0;6;Easy;Male;25;Masters;11:55;00:03:43;Other;Analyst Primary Market Intelligence;Healthcare;NA;,00;40,00;20,00;20000;India;NA;Python;NA;Other;Indian;Better Salary;NA
62a3697ff408bae018ed948b;2022-06-10;False;7;7;5;7;7;7;Easy;Male;40;High School;11:55;00:01:28;Data Analyst;NA;Telecommunication;NA;86,00;105,00;95,50;95500;United States;NA;Other;None;Hispanic or Latino;NA;Remote Work;NA
62a36ac6cf255543173063d8;2022-06-10;False;6;10;8;8;4;4;Neither easy nor difficult;Female;29;Bachelors;12:01;00:02:59;Data Analyst;NA;Other;Government;41,00;65,00;53,00;53000;Canada;NA;Other;Other;Other;Other (Please Specify);Better Salary;NA
62a36ad1f408bae018ed9793;2022-06-10;False;0;3;3;3;3;;Difficult;Male;29;Masters;12:01;00:04:44;Data Analyst;NA;Other;Other (Please Specify);41,00;65,00;53,00;53000;India;NA;Python;NA;Asian or Asian American;NA;Remote Work;NA
62a36b6c24a26260273882a2;2022-06-10;True;1;2;2;3;3;4;Neither easy nor difficult;Male;28;Masters;12:03;00:01:40;Data Analyst;NA;Education;NA;,00;40,00;20,00;20000;Other;Nigeria ;Python;NA;Black or African American;NA;Better Salary;NA
62a36b862e54c9003e5383c6;2022-06-10;False;5;2;0;2;0;0;Neither easy nor difficult;Male;34;Bachelors;12:04;00:02:21;Other;software engineer;Other;hospitality;86,00;105,00;95,50;95500;United Kingdom;NA;Other;c#;White or Caucasian;NA;Good Work/Life Balance;NA
